Date,Open,Close,High,Low,Volume,Typical_Price,lrets
2018-05-15,1587.800049,1576.119995,1587.800049,1565.219971,5077500,1576.380005,-1.5999563194524669
2018-05-16,1577.5,1587.280029,1594.430054,1576.670044,2570600,1586.1267090000001,0.7055750277671358
2018-05-17,1580.560059,1581.76001,1594.040039,1573.0,2147600,1582.9333496666666,-0.3483720315796468
2018-05-18,1581.329956,1574.369995,1583.589966,1572.099976,2642600,1576.6866456666667,-0.46829683781464126
2018-05-21,1585.0,1585.459961,1592.050049,1575.0,2925200,1584.1700033333334,0.7019372364594822
2018-05-22,1589.890015,1581.400024,1589.890015,1575.25,2115600,1582.180013,-0.2564015613862658
2018-05-23,1571.050049,1601.859985,1601.859985,1566.339966,3361900,1590.0199786666665,1.2854898870594766
2018-05-24,1598.030029,1603.069946,1608.23999,1588.380005,3430000,1599.8966470000003,0.07550624091852143
2018-05-25,1603.0,1610.150024,1614.119995,1600.449951,2698400,1608.23999,0.44068501529421766
2018-05-29,1600.709961,1612.869995,1621.790039,1600.150024,3846500,1611.6033526666668,0.1687840366916049
2018-05-30,1618.099976,1624.890015,1626.0,1612.930054,2907400,1621.2733563333331,0.742493278342149
2018-05-31,1623.0,1629.619995,1635.0,1621.349976,3166300,1628.6566570000002,0.2906725323189363
2018-06-01,1637.030029,1641.540039,1646.72998,1635.089966,3313400,1641.119995,0.728799363956778
2018-06-04,1648.900024,1665.27002,1665.680054,1645.48999,3187700,1658.8133546666668,1.4352435080839498
2018-06-05,1672.98999,1696.349976,1699.0,1670.060059,4782200,1688.4700116666666,1.849158539751361
2018-06-06,1704.51001,1695.75,1714.5,1686.469971,5473200,1698.9066570000002,-0.03537490112330843
2018-06-07,1698.560059,1689.300049,1699.900024,1676.109985,3765700,1688.436686,-0.38108498914102285
2018-06-08,1681.119995,1683.98999,1689.439941,1673.01001,2955100,1682.1466470000003,-0.3148299330695714
2018-06-11,1681.51001,1689.119995,1694.23999,1680.589966,2335500,1687.9833170000002,0.30417086771805657
2018-06-12,1693.0,1698.75,1699.51001,1691.52002,2259200,1696.5933433333332,0.5685006184089403
2018-06-13,1702.810059,1704.859985,1713.75,1700.119995,3327500,1706.2433266666667,0.3590300645608835
2018-06-14,1713.47998,1723.859985,1724.800049,1708.869995,3174400,1719.1766763333333,1.1082966617328438
2018-06-15,1714.0,1715.969971,1720.869995,1708.52002,4777600,1715.1199953333332,-0.4587452250748747
2018-06-18,1706.26001,1723.790039,1726.73999,1702.560059,3107700,1717.696696,0.4546876206473094
2018-06-19,1709.040039,1734.780029,1736.109985,1700.390015,4290100,1723.7600096666665,0.6355243221078055
2018-06-20,1742.5,1750.079956,1762.930054,1741.359985,4332600,1751.456665,0.8780855111607089
2018-06-21,1760.0,1730.219971,1763.099976,1717.560059,4941100,1736.9600019999998,-1.1412924740809238
2018-06-22,1742.619995,1715.670044,1743.0,1711.900024,4075100,1723.523356,-0.8444850767828527
2018-06-25,1702.51001,1663.150024,1705.0,1646.310059,7511200,1671.4866943333334,-3.1090291515759816
